ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_1,wt_GFPpos_24hpf_2,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_1,wt_GFPpos_48hpf_2,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_1,wt_GFPpos_72hpf_2,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_1,gata5_GFPpos_72hpf_2,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_1,tbx5_GFPpos_72hpf_2,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_1,hand2_GFPpos_72hpf_2
ENSDARG00000063341,58,119,243,47,141,119,62,106,0,50,47,67,89,147,73,38,244,157
ENSDARG00000063344,20,167,160,11,143,187,56,369,67,97,180,198,81,349,90,62,441,296
ENSDARG00000063347,6,0,0,0,9,0,21,0,0,8,0,9,1,16,54,7,19,2
ENSDARG00000063352,265,250,948,560,658,628,227,1200,1135,192,805,551,1622,1206,919,458,1084,712
ENSDARG00000063354,75,217,238,462,280,537,238,876,841,220,455,633,593,1079,938,166,566,343
ENSDARG00000063357,0,0,0,5,0,11,0,0,0,7,0,0,58,0,0,5,12,0
ENSDARG00000063358,143,164,378,353,474,672,160,740,927,273,503,537,551,857,465,224,561,649
ENSDARG00000063359,14,0,35,36,127,171,24,457,472,76,54,341,45,489,313,59,291,380
ENSDARG00000063361,319,820,1411,845,520,1409,371,501,1191,469,232,209,1384,540,139,234,835,496
ENSDARG00000063370,164,1057,2878,104,71,21,68,0,598,51,102,40,78,131,31,6,94,27
ENSDARG00000063371,247,611,348,280,356,431,299,573,928,198,197,150,1061,782,385,360,499,477
ENSDARG00000063372,0,0,0,7,0,0,4,0,195,0,0,15,3,10,0,10,3,0
ENSDARG00000063375,1,12,20,24,55,24,22,124,59,90,27,49,75,245,101,60,103,117
ENSDARG00000063376,11,7,0,0,3,0,0,16,0,20,0,0,7,50,0,1,55,53
ENSDARG00000063385,3555,6498,12704,2697,1091,1597,1183,1574,3310,1080,968,742,3753,3280,614,1190,1831,1571
ENSDARG00000063387,50,89,0,55,0,20,11,0,0,0,0,0,40,0,39,0,10,8
ENSDARG00000063390,84,171,297,89,347,350,107,29,819,150,64,70,463,213,140,107,345,220
ENSDARG00000063407,197,387,517,408,3075,4600,418,3653,6683,270,1920,1868,979,6277,3767,537,5087,6285
ENSDARG00000063411,0,0,34,51,10,21,9,43,19,83,24,10,198,48,0,78,29,44
ENSDARG00000063412,114,769,4348,125,70,25,104,50,482,56,3,20,654,246,110,90,420,264
ENSDARG00000063414,187,146,305,257,189,152,83,373,406,63,165,85,535,264,165,167,224,145
ENSDARG00000063416,596,712,924,733,419,732,518,505,904,969,337,266,2091,666,147,886,544,284
ENSDARG00000063417,957,876,1688,605,763,1408,725,1460,1921,514,927,705,1166,1697,842,316,1841,1414
ENSDARG00000063419,230,821,371,120,229,197,80,213,302,60,63,142,243,737,256,60,246,228
ENSDARG00000063433,6,39,34,324,80,80,50,429,287,508,233,74,3491,433,85,1081,74,149
ENSDARG00000063435,62,18,52,41,135,247,156,130,384,192,309,258,64,342,109,58,143,196
ENSDARG00000063436,3,2,0,111,33,65,21,65,223,28,0,0,449,28,42,37,9,8
ENSDARG00000063437,38,86,68,67,5,50,46,87,154,34,19,0,97,93,0,29,54,40
ENSDARG00000063438,901,774,2041,1617,959,1687,950,1306,3062,2235,1448,1548,3997,4294,985,1156,2861,2090
ENSDARG00000063444,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,7,0,0
ENSDARG00000063445,47,131,203,158,85,236,65,199,470,57,43,76,516,416,225,113,338,240
ENSDARG00000063446,28,199,558,70,126,117,20,124,265,52,64,45,104,153,97,51,215,100
ENSDARG00000063451,21,0,21,8,6,8,0,0,36,10,0,0,19,0,0,20,32,20
ENSDARG00000063457,102,319,636,228,543,676,133,956,545,148,337,369,463,1229,368,225,793,863
ENSDARG00000063466,229,391,479,158,196,326,112,216,950,147,162,92,348,389,431,242,310,409
ENSDARG00000063474,547,862,1242,1354,1338,2264,683,1966,2556,743,1213,730,3127,3397,1727,1167,2340,2074
ENSDARG00000063475,5,0,0,13,0,25,36,0,309,44,110,6,114,32,12,13,0,13
ENSDARG00000063481,3,0,0,0,343,527,3,535,323,0,49,132,6,527,279,0,236,244
ENSDARG00000063509,57,135,336,141,490,1001,182,2709,2419,115,1235,1375,590,4323,2095,257,2194,3640
ENSDARG00000063511,36,123,31,94,278,293,110,687,183,109,212,190,302,343,180,135,338,124
ENSDARG00000063518,4,0,0,1,27,1,0,173,85,0,0,0,0,343,182,0,113,127
ENSDARG00000063519,0,0,0,6,0,0,3,0,417,0,0,0,34,26,1,8,1,0
ENSDARG00000063522,38,71,29,179,60,102,56,141,336,83,131,58,221,100,93,102,89,41
ENSDARG00000063525,168,300,442,211,196,204,82,127,542,42,159,76,252,446,119,81,321,440
ENSDARG00000063527,20,17,37,325,86,449,57,409,410,150,257,482,1220,1079,381,394,412,546
ENSDARG00000063535,4359,4460,7197,8923,3781,6533,2750,4612,6923,2440,1502,1000,12320,6809,3168,2957,4938,5507
ENSDARG00000063538,196,87,167,1139,423,451,261,496,1184,630,392,328,3304,1333,516,842,629,683
ENSDARG00000063539,1,12,33,18,0,0,23,78,0,27,76,19,19,0,0,13,28,11
ENSDARG00000063544,16,0,92,233,9,82,85,110,190,177,84,56,1501,153,110,360,67,40
ENSDARG00000063553,553,744,1259,532,268,546,472,454,824,525,258,390,1048,1353,417,353,733,472
ENSDARG00000063555,356,344,462,485,256,493,323,301,759,274,139,83,1206,613,288,243,510,363
ENSDARG00000063559,7,50,34,64,126,35,31,94,274,6,177,80,71,92,125,9,76,106
ENSDARG00000063563,339,597,475,409,567,1144,744,1338,1092,843,458,292,1394,1279,553,425,1235,1013
ENSDARG00000063568,26,0,0,63,10,40,24,155,112,45,0,14,601,71,35,190,21,30
ENSDARG00000063570,514,876,821,1057,738,1105,445,670,617,441,531,448,1988,1350,722,795,1045,1012
ENSDARG00000063572,420,858,1352,514,746,656,645,738,3044,546,1099,444,784,1113,458,377,1256,673
ENSDARG00000063573,158,319,457,240,1113,1551,147,1466,1979,231,626,981,722,2267,1271,461,1722,1554
ENSDARG00000063574,36,115,43,84,56,28,22,319,59,9,66,25,69,189,74,33,67,77
ENSDARG00000063576,19,0,38,3,36,0,19,33,69,17,10,0,14,0,18,31,24,21
ENSDARG00000063577,0,31,21,8,0,24,0,0,194,1,11,21,18,15,16,16,30,13
ENSDARG00000063578,56,252,290,337,69,159,117,272,506,262,85,71,1215,211,78,374,168,161
ENSDARG00000063580,413,212,448,416,343,582,547,272,809,502,267,90,751,882,199,257,657,292
ENSDARG00000063583,124,153,339,204,299,520,208,463,775,116,269,200,406,660,347,132,461,469
ENSDARG00000063588,145,222,435,205,247,314,120,488,259,124,168,204,367,389,297,111,497,315
ENSDARG00000063594,49,3,108,209,188,202,135,240,408,191,47,137,750,589,67,241,281,202
ENSDARG00000063596,135,70,150,41,51,89,34,119,104,35,85,67,85,120,85,85,97,77
ENSDARG00000063604,0,69,93,0,3,25,6,0,0,0,17,0,23,1,10,14,1,15
ENSDARG00000063612,476,1405,1884,335,405,695,508,810,770,553,304,144,976,1027,321,364,967,644
ENSDARG00000063613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18
ENSDARG00000063614,0,4,0,57,0,11,63,85,0,121,50,26,309,39,11,63,17,18
ENSDARG00000063621,24,19,47,9,46,121,24,0,110,97,0,12,49,85,73,9,140,28
ENSDARG00000063624,124,373,674,166,333,399,101,503,460,101,291,181,341,958,560,137,693,615
ENSDARG00000063626,1180,1632,2486,662,794,1177,385,2866,1904,551,1275,1386,1328,3508,1537,825,2783,2486
ENSDARG00000063627,755,1462,1988,232,141,307,252,533,671,151,377,263,529,841,469,223,744,810
ENSDARG00000063631,227,12,43,354,175,153,726,724,1616,1294,477,122,1251,470,170,1134,252,180
ENSDARG00000063634,97,165,273,95,143,96,93,122,282,163,87,98,133,111,70,88,242,153
ENSDARG00000063635,19,52,3,70,2,15,26,107,93,101,4,23,652,83,28,169,10,75
ENSDARG00000063636,139,144,274,127,344,360,131,473,415,216,226,352,381,761,585,111,612,647
ENSDARG00000063646,183,290,434,109,259,426,86,289,488,169,145,129,191,580,144,64,423,265
ENSDARG00000063649,487,713,521,385,515,828,386,1164,1043,287,374,421,794,547,491,203,927,743
ENSDARG00000063661,59,34,333,35,329,293,23,114,349,49,321,175,74,384,192,67,209,328
ENSDARG00000063663,51,190,307,102,126,178,52,170,156,58,75,55,172,207,134,90,213,184
ENSDARG00000063665,19,63,0,27,17,44,30,0,547,31,197,36,63,157,22,39,74,48
ENSDARG00000063670,30,16,169,13,0,35,30,0,37,19,0,0,36,51,0,31,26,3
ENSDARG00000063672,120,173,264,114,120,178,126,466,387,122,149,99,374,508,205,96,303,228
ENSDARG00000063677,114,236,459,198,1031,848,121,718,807,163,391,658,418,936,759,173,1095,880
ENSDARG00000063682,40,111,56,223,308,642,128,379,668,156,224,78,617,421,105,158,1057,407
ENSDARG00000063684,49,121,107,140,138,188,36,146,362,83,88,60,279,413,105,101,275,349
ENSDARG00000063686,43,75,156,34,109,135,16,272,0,8,125,18,99,342,20,82,183,130
ENSDARG00000063690,20,117,164,44,28,120,46,143,120,44,145,118,64,120,97,37,82,162
ENSDARG00000063701,891,2226,4090,762,876,1122,734,1091,1894,703,636,618,1331,2664,1171,438,2327,1746
ENSDARG00000063706,16,119,202,47,171,243,77,395,558,113,187,212,407,187,187,127,309,263
ENSDARG00000063711,180,302,520,764,278,416,248,160,230,303,228,66,1678,418,412,454,381,343
ENSDARG00000063713,29,11,23,202,1,117,39,51,1,218,86,9,1589,92,65,340,43,80
ENSDARG00000063718,201,121,783,309,179,177,128,202,1008,203,217,173,463,488,373,390,581,452
ENSDARG00000063719,802,1175,2433,910,1444,3136,543,1952,2138,583,1440,1197,1794,3967,2624,864,3515,3176
ENSDARG00000063726,2041,2624,3657,1870,1105,1854,820,1674,2280,828,887,804,3217,2869,1220,977,2310,1939
ENSDARG00000063730,196,442,660,233,94,156,144,42,236,271,133,50,548,158,161,190,181,79
ENSDARG00000063731,410,385,512,405,295,596,234,586,671,143,153,112,721,785,652,277,383,614
ENSDARG00000063732,52,0,78,17,0,0,1,0,0,25,9,0,99,59,27,61,6,1
ENSDARG00000063882,30,53,0,38,100,56,55,88,0,27,43,50,44,101,22,17,113,78
ENSDARG00000063895,2418,3371,10062,4114,15200,18544,5870,24312,44935,4622,17253,19402,9466,23620,18347,6448,38521,33456
ENSDARG00000063899,1252,1632,5694,960,3544,4499,2096,4176,11933,1000,3263,4651,4274,13921,8069,1633,14463,10082
ENSDARG00000063905,20864,36648,112912,27503,101963,133562,22655,235708,391137,22655,104093,115336,78932,197273,144972,47545,265631,219481
ENSDARG00000063908,1505,3429,12146,2849,14366,14681,5452,20172,23311,3871,16560,20995,11299,32151,21680,5270,38671,34922
ENSDARG00000063910,169,228,778,202,459,474,848,1298,2571,170,582,666,2280,4619,1714,354,3749,3341
ENSDARG00000063911,3032,3748,13003,3389,19304,16628,8387,44405,70683,4576,14780,23394,9651,36757,26339,3798,59120,32732
ENSDARG00000063912,4942,7707,14242,7901,53234,45613,11569,93188,90421,10513,50316,50034,25587,67645,56253,11463,107673,64995
ENSDARG00000063914,109,89,212,120,403,444,154,621,650,130,611,422,395,1240,517,383,1620,1554
ENSDARG00000063916,140,172,187,34,333,264,166,506,1182,72,192,227,413,1093,574,168,1094,1359
ENSDARG00000063917,2586,3756,11357,2918,12101,13847,4085,22726,36634,3031,10946,12687,7740,23892,16786,3138,34533,24197
ENSDARG00000063921,4395,9232,16154,3191,12052,14134,3725,21367,41214,2274,8331,8237,8637,24909,16527,4100,30095,23525
ENSDARG00000063922,560,847,718,250,1007,1419,682,1815,3667,363,657,1190,896,3119,1579,535,3090,2472
ENSDARG00000063924,4443,6777,22170,6067,36535,37807,8928,66471,106984,7167,33198,31003,19011,57528,48397,9091,82080,60620
ENSDARG00000067495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
ENSDARG00000067507,3,0,48,79,15,15,93,0,370,116,23,37,723,19,13,98,37,23
ENSDARG00000067509,0,6,0,16,27,0,21,32,0,13,14,12,254,40,22,63,26,22
ENSDARG00000067517,14,122,84,98,56,146,41,173,0,46,87,84,159,156,53,39,159,112
ENSDARG00000067520,106,136,206,110,231,556,80,229,399,144,222,271,161,776,411,213,434,544
ENSDARG00000067524,11,0,0,29,18,21,13,5,279,33,56,82,32,111,0,0,75,104
ENSDARG00000067537,9,0,8,79,18,0,19,80,93,75,0,3,41,29,0,34,0,9
ENSDARG00000067544,107,0,0,10,21,50,18,0,356,42,0,9,84,59,10,59,22,0
ENSDARG00000067545,105,579,666,148,56,206,96,176,0,200,93,56,482,135,88,269,147,53
ENSDARG00000067546,14,35,86,15,22,6,56,54,194,13,68,17,78,252,73,22,94,63
ENSDARG00000067549,191,178,336,182,75,76,307,193,213,134,47,24,391,116,44,237,206,102
ENSDARG00000067560,109,391,630,263,196,245,123,197,193,9,100,87,240,247,95,92,228,235
ENSDARG00000067563,9,0,96,17,1,0,7,22,7,10,0,0,50,15,0,9,27,16
ENSDARG00000067564,21,93,0,42,59,33,17,89,11,41,57,37,46,31,0,23,45,13
ENSDARG00000067566,5,31,0,6,80,44,10,314,0,44,155,36,67,80,75,40,263,311
ENSDARG00000067567,96,49,70,122,160,362,156,231,1,49,85,505,239,454,391,125,593,445
ENSDARG00000067591,42,80,158,192,208,265,57,400,243,72,226,145,257,467,104,106,451,518
ENSDARG00000067592,0,0,48,16,6,34,31,0,0,0,80,0,34,19,26,11,7,24
ENSDARG00000067593,40,121,285,106,136,109,75,121,313,38,72,61,138,137,133,49,241,199
ENSDARG00000067596,58,115,464,34,0,56,14,32,160,0,26,20,35,67,19,25,12,74
ENSDARG00000067599,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,1
ENSDARG00000067601,1105,2410,2372,1243,2192,2429,805,2653,4074,829,1043,1208,2435,3463,2425,1209,3118,2530
ENSDARG00000067605,23,72,171,101,198,208,69,546,413,87,96,213,201,544,267,92,283,195
ENSDARG00000067606,0,0,41,38,6,11,0,0,2,17,8,0,12,27,0,12,25,88
ENSDARG00000067607,306,521,946,547,543,977,283,485,758,747,482,674,1128,1682,767,377,1024,734
ENSDARG00000067608,20,20,0,4,32,22,0,0,0,5,2,21,14,10,8,0,2,26
ENSDARG00000067613,99,259,299,114,116,188,52,228,652,35,130,98,180,445,167,102,363,487
ENSDARG00000067626,29,93,0,123,287,251,27,175,794,164,74,54,1130,300,257,404,310,515
ENSDARG00000067630,27,93,0,11,75,68,54,153,11,55,104,21,75,75,79,44,155,108
ENSDARG00000067639,240,498,486,230,190,237,149,420,750,99,191,180,267,401,367,193,265,445
ENSDARG00000067646,0,6,0,0,0,3,0,0,0,15,5,0,0,0,1,0,12,0
ENSDARG00000067656,169,264,397,240,645,842,82,391,983,91,196,219,520,507,531,224,615,522
ENSDARG00000067658,140,19,0,82,43,172,87,298,0,94,129,163,263,95,89,124,158,135
ENSDARG00000067661,0,0,2,0,0,0,0,0,216,4,0,0,7,0,12,0,21,0
ENSDARG00000067665,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,2,11,0
ENSDARG00000067668,37,93,187,40,89,114,57,4,332,1,79,19,146,69,17,42,186,84
ENSDARG00000067669,0,0,0,9,0,0,0,0,0,0,0,0,9,14,18,0,0,0
ENSDARG00000067670,136,211,15,103,391,315,91,265,341,130,182,241,324,696,401,94,457,387
ENSDARG00000067672,32,230,316,68,109,34,32,266,135,70,130,132,44,374,153,48,1166,1152
ENSDARG00000067673,297,302,367,293,143,279,93,363,168,140,143,160,335,231,179,32,243,285
ENSDARG00000067676,52,119,278,100,43,81,113,105,0,119,68,26,374,82,10,116,120,108
ENSDARG00000067701,0,0,0,2,20,0,0,40,0,0,0,0,14,75,0,1,7,20
ENSDARG00000067710,4,0,39,19,44,20,23,0,0,0,0,0,109,37,10,41,0,6
ENSDARG00000067711,43,385,423,16,121,40,42,183,327,21,241,213,54,549,393,0,561,680
ENSDARG00000067713,224,691,828,194,631,602,228,1145,1222,311,422,246,508,1512,788,361,1939,1647
ENSDARG00000067714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0
ENSDARG00000067717,47,77,136,18,169,111,71,77,106,71,25,166,58,175,86,14,181,221
ENSDARG00000067718,0,17,20,1,12,28,32,26,0,0,34,12,16,0,39,10,18,27
ENSDARG00000067719,156,269,517,110,437,500,136,417,367,212,165,212,318,686,354,127,661,511
ENSDARG00000067723,34,53,68,13,81,184,12,417,471,0,223,132,69,241,83,14,279,382
ENSDARG00000067725,0,0,0,18,0,0,0,0,0,0,0,0,30,43,0,15,42,1
ENSDARG00000067727,109,0,0,884,220,366,288,302,493,321,245,64,1623,152,84,276,67,96
ENSDARG00000067729,816,2639,3479,535,283,649,407,557,816,412,603,141,721,1211,474,274,842,547
ENSDARG00000067730,16,8,0,0,4,0,0,0,0,0,0,0,17,0,0,14,10,1
ENSDARG00000067741,316,480,1254,231,2052,2420,145,2216,2979,77,967,1491,378,3423,1886,226,2427,2644
ENSDARG00000067751,9,230,377,18,47,36,24,369,744,39,310,58,130,802,273,27,469,499
ENSDARG00000067752,28,44,0,18,140,56,26,98,64,22,102,1,46,26,69,25,76,56
ENSDARG00000067767,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,27,0
ENSDARG00000067777,4,0,0,7,5,106,10,34,386,29,30,58,63,23,72,5,87,37
ENSDARG00000067781,12,31,0,10,53,0,5,81,123,0,0,19,5,0,0,14,35,23
ENSDARG00000067784,174,443,644,222,137,197,106,132,651,225,257,185,210,829,294,77,659,512
ENSDARG00000067794,1,0,57,19,75,28,17,64,75,15,28,17,74,99,26,15,99,169
ENSDARG00000067795,113,130,112,168,496,593,180,631,1058,113,559,369,365,666,582,146,971,688
ENSDARG00000067796,202,516,580,298,436,565,115,411,242,130,338,243,467,1195,431,264,578,650
ENSDARG00000067797,14,214,507,22,305,144,19,1387,662,32,657,204,73,2293,1047,71,2243,3044
ENSDARG00000067801,83,34,16,111,187,309,56,221,780,54,176,167,331,593,563,35,272,172
ENSDARG00000067805,360,434,1257,466,335,556,443,444,1978,244,317,418,927,1730,636,621,579,693
ENSDARG00000067806,13,0,0,16,0,0,0,0,0,0,0,0,23,0,1,0,0,2
ENSDARG00000067813,0,0,0,26,0,8,9,0,0,0,0,0,36,18,0,70,0,19
ENSDARG00000067814,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
ENSDARG00000067815,0,0,0,78,41,57,30,201,82,77,29,20,632,52,36,180,10,50
ENSDARG00000067817,159,122,216,152,212,195,71,172,216,138,149,56,336,443,147,101,300,58
ENSDARG00000067824,15,101,0,157,73,116,70,182,213,139,135,40,912,79,94,406,222,128
ENSDARG00000067825,94,96,48,93,58,43,54,0,0,98,23,0,127,59,0,38,67,97
ENSDARG00000067828,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,1
ENSDARG00000067829,108,36,39,371,401,488,217,712,631,237,265,76,1001,833,163,223,794,284
ENSDARG00000067831,5,0,0,19,0,0,0,0,0,0,9,10,1,14,0,3,19,23
ENSDARG00000067832,1,108,79,111,77,72,83,166,275,96,90,17,345,381,98,118,166,58
ENSDARG00000067838,409,654,583,198,200,301,159,439,820,152,136,108,322,510,205,195,404,432
ENSDARG00000067841,37,0,0,188,74,57,61,114,262,100,69,8,625,98,17,215,23,63
ENSDARG00000067847,0,0,60,0,50,0,0,0,0,0,13,0,0,28,62,7,48,62
ENSDARG00000067848,17,13,81,19,145,163,31,225,538,7,28,20,70,246,56,19,249,175
ENSDARG00000067850,157,305,571,597,2083,1191,339,3226,5191,463,1186,516,3966,3647,1676,1140,4960,3236
ENSDARG00000067851,0,0,0,0,0,0,0,161,128,7,20,29,4,224,103,0,18,47
ENSDARG00000067859,107,0,0,55,10,35,16,0,0,37,0,0,42,0,6,82,129,47
ENSDARG00000067872,0,0,1,0,0,0,0,0,0,10,13,5,4,79,0,7,42,79
ENSDARG00000067889,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,31,27
ENSDARG00000067912,85,1053,1627,213,68,104,88,202,31,158,51,63,664,732,49,116,220,214
ENSDARG00000067913,70,168,177,125,122,140,91,175,92,43,77,81,205,340,143,64,184,83
ENSDARG00000067916,113,220,1048,297,155,189,93,633,345,155,231,150,402,307,163,186,366,414
ENSDARG00000067918,48,271,225,43,124,36,33,155,545,94,56,57,165,202,97,105,118,151
ENSDARG00000067920,245,611,695,218,1339,2488,286,1069,1935,176,784,720,519,1904,1408,187,1748,1919
ENSDARG00000067925,7,0,1,5,0,0,1,0,0,8,9,0,62,29,0,14,1,1
ENSDARG00000067927,109,370,388,46,192,212,70,0,0,63,107,57,103,104,0,5,212,59
ENSDARG00000067950,268,318,516,317,393,471,216,343,1919,283,193,275,834,613,352,316,523,501
ENSDARG00000067958,36,32,87,49,33,64,58,222,414,45,414,138,57,208,127,17,229,93
ENSDARG00000067964,10,6,0,122,33,62,22,57,0,105,32,0,917,81,19,263,26,87
ENSDARG00000067966,122,213,173,369,392,744,192,173,473,174,214,291,527,795,157,228,457,533
ENSDARG00000067975,106,160,95,67,188,114,71,153,131,59,114,158,154,338,84,172,179,260
ENSDARG00000067976,26,18,0,38,275,465,35,433,798,51,216,466,117,1426,785,25,703,675
ENSDARG00000067977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSDARG00000067979,58,291,351,125,112,241,92,66,274,73,294,135,128,346,150,97,200,275
ENSDARG00000067981,29,47,191,44,68,82,7,246,306,24,19,62,80,112,136,40,103,132
ENSDARG00000067984,482,146,177,216,303,182,153,90,43,215,127,139,480,586,406,219,276,91
ENSDARG00000067985,62,104,55,57,77,13,48,186,133,49,0,86,70,235,81,86,64,106
ENSDARG00000067990,1544,421,2,7474,21606,26928,3837,15672,100661,4436,21717,10767,24078,39574,29592,5866,40074,25117
ENSDARG00000067992,0,9,0,2,7,7,0,88,0,20,4,17,13,17,0,0,41,30
ENSDARG00000067995,947,249,69,4235,11180,15376,1929,6724,62222,2550,12137,6304,16397,24223,18501,3881,21507,15174
ENSDARG00000067996,288,965,1109,491,656,938,384,1266,1644,370,724,461,1150,1708,889,522,1460,1852
ENSDARG00000067997,2179,221,70,3042,7435,8399,1375,8786,41039,1352,6086,2813,9412,14623,10609,2265,10405,6824
ENSDARG00000067999,17,0,0,120,39,68,28,159,0,63,66,21,728,92,47,300,15,30
ENSDARG00000068006,0,0,0,10,0,19,6,0,0,3,15,0,0,33,0,0,11,0
ENSDARG00000068011,54,125,0,48,0,36,5,0,0,0,0,22,67,110,1,34,27,0
ENSDARG00000068021,25,161,0,25,65,0,14,0,0,0,0,0,43,22,19,28,69,52
ENSDARG00000068026,14,0,16,0,0,10,0,0,30,19,12,0,18,1,0,9,0,1
ENSDARG00000068030,31,187,380,36,2862,4714,68,6296,5538,48,2383,4923,187,8312,5603,127,5442,6224
ENSDARG00000068036,101,330,131,154,85,109,178,219,865,258,41,21,471,195,65,299,188,36
ENSDARG00000068050,11,0,19,80,17,0,6,0,22,22,10,0,162,72,6,54,53,31
ENSDARG00000068064,723,1056,1187,838,637,1016,419,688,1299,628,654,339,1802,1308,595,778,1157,915
ENSDARG00000068065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSDARG00000068082,9,54,48,33,15,1,1,45,0,18,7,12,62,22,0,13,30,41
ENSDARG00000068085,1,0,40,14,0,19,15,0,0,0,0,0,121,1,34,14,53,31
ENSDARG00000068086,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2
ENSDARG00000068088,0,0,0,0,0,0,26,0,617,16,19,135,5,8,0,1,1,26
ENSDARG00000068096,84,163,397,497,74,114,83,444,375,330,423,196,1253,257,309,423,158,86
ENSDARG00000068100,0,0,0,43,0,7,1,0,1,31,31,68,189,3,33,110,31,11
ENSDARG00000068103,11,0,0,28,8,0,2,0,0,0,15,20,82,111,14,30,15,12
ENSDARG00000068104,5,0,0,51,39,90,31,17,144,51,14,88,153,174,46,85,13,45
ENSDARG00000068110,0,24,0,3,0,0,0,0,0,1,0,0,11,29,37,11,0,0
ENSDARG00000068114,0,0,0,5,1,23,1,270,0,8,0,0,11,48,27,0,21,23
ENSDARG00000068122,0,0,0,1,0,9,0,2,0,5,6,0,3,0,0,0,0,0
ENSDARG00000068123,190,189,281,226,348,510,138,829,922,163,274,440,665,751,744,290,810,715
ENSDARG00000068124,2,0,0,0,29,14,0,0,0,0,21,14,6,8,1,0,14,0
ENSDARG00000068125,63,259,181,80,82,179,24,227,771,41,293,143,157,363,320,56,319,183
ENSDARG00000068126,3,0,0,1,0,0,3,0,0,12,0,0,9,0,0,35,0,0
ENSDARG00000068127,4,5,0,63,29,61,16,1,70,25,61,0,16,79,11,5,42,17
ENSDARG00000068128,26,45,0,35,17,47,35,12,71,65,8,13,74,193,38,36,89,60
ENSDARG00000068130,5,16,0,4,16,0,10,0,0,9,0,0,8,0,0,0,18,0
ENSDARG00000068138,0,0,5,10,0,0,0,11,0,0,0,0,23,0,0,0,0,1
ENSDARG00000068140,26,12,0,22,35,58,43,19,259,10,0,0,82,13,41,28,78,83
ENSDARG00000068141,0,0,53,0,9,0,4,0,0,18,12,0,30,33,5,0,38,55
ENSDARG00000068143,354,326,1103,370,297,203,196,446,651,193,302,77,630,632,197,339,774,727
ENSDARG00000068144,1,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0
ENSDARG00000068145,0,0,0,2,0,0,4,0,0,0,0,0,7,0,0,0,0,0
ENSDARG00000068148,7,43,47,23,32,13,14,0,55,56,42,122,66,91,17,0,34,26
ENSDARG00000068149,18,42,80,21,17,172,19,0,0,76,36,30,205,178,98,95,186,184
ENSDARG00000068152,12,56,205,16,85,140,27,383,316,18,87,109,127,505,130,17,498,364
ENSDARG00000068156,6,20,0,0,20,34,2,87,0,21,8,122,22,91,14,14,55,201
ENSDARG00000068157,444,594,975,343,334,684,253,847,1119,195,493,288,659,1006,517,304,612,727
ENSDARG00000068161,7,6,3,2,2,26,0,82,2,14,43,8,59,33,24,0,26,36
ENSDARG00000068166,0,50,35,11,59,15,36,0,78,99,76,0,233,49,0,61,37,26
ENSDARG00000068168,0,0,0,141,126,105,10,0,86,13,0,0,69,0,8,6,12,0
ENSDARG00000068175,110,113,308,29,77,70,58,273,100,26,134,134,71,79,144,14,204,72
ENSDARG00000068176,104,92,286,99,190,390,143,236,936,155,163,207,339,490,274,160,393,435
ENSDARG00000068177,684,1144,1368,486,992,984,589,1398,1850,252,790,630,594,1920,1173,307,2190,2109
ENSDARG00000068179,158,339,176,321,563,635,310,142,946,223,61,175,1383,580,335,587,403,347
ENSDARG00000068181,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,27,0
ENSDARG00000068182,10,0,0,16,0,12,8,0,190,0,135,34,7,150,127,0,30,0
ENSDARG00000068187,140,356,567,216,256,332,143,993,185,190,318,204,540,571,380,300,611,494
ENSDARG00000068190,6,0,1,13,0,0,0,34,0,2,0,0,8,0,0,9,17,0
ENSDARG00000068191,123,38,80,122,173,222,254,67,395,203,121,25,359,141,74,283,185,133
ENSDARG00000068192,234,255,387,177,141,217,201,516,474,189,205,231,416,429,387,163,544,257
ENSDARG00000068193,5,117,0,21,0,20,4,52,0,0,0,0,23,0,0,0,0,13
ENSDARG00000068194,0,42,65,156,89,78,84,437,709,180,133,76,320,314,240,374,869,511
ENSDARG00000068199,100,211,240,196,160,253,111,552,1235,102,476,67,257,2715,583,47,1646,1190
