ENSEMBL,wt_GFPneg_24hpf_1,wt_GFPpos_24hpf_av,wt_GFPneg_48hpf_1,wt_GFPpos_48hpf_av,wt_GFPneg_72hpf_1,wt_GFPpos_72hpf_av,gata5_GFPneg_72hpf_1,gata5_GFPpos_72hpf_av,tbx5_GFPneg_72hpf_1,tbx5_GFPpos_72hpf_av,hand2_GFPneg_72hpf_1,hand2_GFPpos_72hpf_av
ENSDARG00000002912,215,382.5,493,552,279,880.5,329,496.5,1053,896,433,726.5
ENSDARG00000002916,549,928,699,986.5,457,1106,607,951,1343,2114.5,299,1870.5
ENSDARG00000002917,0,0,2,16.5,3,7.5,0,12.5,1,148.5,0,32.5
ENSDARG00000002933,63,335.5,208,64.5,35,43.5,75,56,506,79.5,177,39
ENSDARG00000002937,520,632,530,624,469,731.5,599,248.5,1095,164,646,657.5
ENSDARG00000002945,0,0,87,44,204,107,174,33.5,382,83,256,68.5
ENSDARG00000002947,24,87.5,100,69.5,85,352.5,58,167,262,318,75,410
ENSDARG00000002949,496,1267,473,1073.5,352,1712.5,273,821.5,1106,1189,424,1566.5
ENSDARG00000002952,1267,1281.5,817,827.5,656,793.5,614,306,1173,519,576,879.5
ENSDARG00000002956,77,720,59,130.5,24,516,61,132.5,221,738,74,1119
ENSDARG00000002959,10,12.5,9,28.5,0,0,0,0,5,0,10,0
ENSDARG00000002967,52,141.5,82,205,89,434,144,241.5,255,367.5,102,378.5
ENSDARG00000002968,26,24.5,64,25.5,105,1093.5,104,140.5,92,2237.5,17,494.5
ENSDARG00000002970,434,482.5,703,621,376,765,495,345,1299,783,532,779
ENSDARG00000002971,385,725,420,322,229,444.5,115,121.5,656,434.5,207,411.5
ENSDARG00000002986,0,16,1,6.5,0,21,0,0,17,42,5,27
ENSDARG00000002988,2,0,47,41,14,341.5,33,82.5,87,355,22,173
ENSDARG00000002991,135,477,382,441,158,702,126,175,476,519.5,201,446.5
ENSDARG00000002994,139,150,315,178,155,573.5,190,174.5,489,322.5,157,183
ENSDARG00000003008,375,364,452,2446,241,2760.5,380,1374.5,1819,2640.5,623,2258
ENSDARG00000003017,96,299.5,222,594,189,1218,172,445.5,642,837.5,136,869
ENSDARG00000003020,7,0,63,18,7,0,79,14,326,61.5,114,7.5
ENSDARG00000003021,16,22.5,7,0,17,0,8,0,44,42,0,0
ENSDARG00000003022,81,598.5,53,197.5,30,218.5,119,140,149,750,58,421
ENSDARG00000003027,54,77.5,36,181.5,48,264,91,38.5,96,102,15,82
ENSDARG00000003032,1774,4219.5,2594,5525,1587,10956,1976,5067.5,5976,10348.5,3216,9343
ENSDARG00000003035,1604,3001.5,1553,2029.5,1404,4466.5,971,1743,3432,5369,1091,4632.5
ENSDARG00000003041,143,459,153,399,80,228,63,158.5,368,360.5,141,562
ENSDARG00000003046,113,924,571,1931.5,94,613,360,207,1260,336,381,1433
ENSDARG00000003054,4,0,0,5,2,120.5,0,0,25,0,9,0
ENSDARG00000003058,159,323.5,136,390,76,768.5,92,138.5,332,497.5,251,419
ENSDARG00000003061,397,875.5,291,316,246,869.5,236,268.5,575,560,308,485
ENSDARG00000003068,283,604.5,243,349,221,632,236,259,548,488,110,587.5
ENSDARG00000003069,469,505.5,620,354,306,770.5,318,267,1159,947,297,686.5
ENSDARG00000003077,0,2,0,0,3,0,0,0,0,0,0,0
ENSDARG00000003081,233,138.5,354,962,207,2584.5,192,610,1078,1459.5,505,1390.5
ENSDARG00000003084,42,0,32,2.5,33,5.5,6,4,302,31.5,125,18.5
ENSDARG00000003085,39,22,95,49,50,181.5,64,28.5,208,100.5,132,82
ENSDARG00000003087,168,269.5,262,807.5,185,1573.5,159,584.5,601,1245,254,1247.5
ENSDARG00000003091,29,32.5,67,58.5,35,90.5,60,376,48,17.5,39,25.5
ENSDARG00000003098,2393,2525.5,4645,3802,1655,5073.5,2459,1859,9398,3846.5,3923,3433
ENSDARG00000003109,175,444,259,821,260,1259,232,662,970,1220,197,1627.5
ENSDARG00000003113,13,29,290,296.5,152,738,92,551.5,369,1111.5,151,1345.5
ENSDARG00000003127,247,552,201,300.5,186,704.5,202,307,506,694,315,885
ENSDARG00000003132,194,551,117,702.5,152,1283.5,101,832,288,1107,152,994.5
ENSDARG00000003142,97,254,365,250,177,57.5,230,109.5,757,177,278,261
ENSDARG00000003144,5,51,5,81,6,100,42,44.5,13,120.5,19,65.5
ENSDARG00000003145,16,0,188,100.5,126,194.5,65,84.5,458,152,263,115
ENSDARG00000003146,2,0,0,0,3,3.5,3,0,88,0,11,18
ENSDARG00000003151,1604,2063.5,1765,4950.5,1038,5909,1049,3861,3903,5515,2287,5822
ENSDARG00000003153,232,321,257,386.5,196,471.5,84,153,355,264.5,172,336.5
ENSDARG00000003157,20,76,40,44.5,6,59.5,18,12.5,204,65.5,35,50
ENSDARG00000003165,522,366,109,285.5,109,648,146,227.5,293,392.5,95,468.5
ENSDARG00000003167,155,424,184,433,105,721,38,225.5,286,349,143,322
ENSDARG00000003169,1030,548,1925,1787.5,659,2101,1056,1104,4386,1922.5,1691,2012.5
ENSDARG00000003175,205,347,210,740,182,1091.5,265,467,433,713.5,237,773
ENSDARG00000003181,0,0,0,12,0,0,0,9.5,0,20,7,17.5
ENSDARG00000003189,2867,5121,2550,3648,1247,6044.5,1044,1909.5,3873,4585,1886,4334
ENSDARG00000003193,52,3.5,103,69,73,215,115,233,104,34,51,73
ENSDARG00000003197,60,56,89,142.5,30,92.5,57,102.5,206,131,114,182
ENSDARG00000003200,85,34.5,36,8.5,35,0,2,28.5,55,50.5,2,11.5
ENSDARG00000003203,0,0,0,34,3,67,27,158,24,14.5,0,30.5
ENSDARG00000003205,129,366.5,165,441.5,116,712,139,207,318,539.5,78,490
ENSDARG00000003206,37,222.5,81,116.5,59,158.5,201,87.5,261,233,110,210.5
ENSDARG00000003207,37,157,59,83.5,69,153.5,122,111.5,131,33.5,104,124.5
ENSDARG00000003208,64,46,98,108,68,202.5,117,61,196,156,46,137.5
ENSDARG00000003209,8,41.5,8,5,5,0,11,2.5,16,0,0,6
ENSDARG00000003210,0,0,120,38,107,471.5,252,13.5,850,27,233,50
ENSDARG00000003213,1702,4159.5,1300,2251.5,759,3397.5,696,1130,2136,3443,1101,3812
ENSDARG00000003216,28,39.5,99,437,350,1773,209,1716.5,476,2906.5,229,2355
ENSDARG00000003217,533,2840,279,373.5,168,541,87,216,399,648.5,68,587
ENSDARG00000003219,26,0,35,21,26,447.5,112,111.5,62,176.5,39,248
ENSDARG00000003229,9,0,0,0,0,0,0,0,2,0,0,0
ENSDARG00000003235,304,619,298,383.5,238,557.5,112,201,633,606,249,548.5
ENSDARG00000003244,92,163.5,118,705.5,182,788.5,132,233.5,281,831,174,703
ENSDARG00000003250,5,239,44,56,35,66.5,11,79,212,103.5,63,164.5
ENSDARG00000003251,217,313.5,292,301,210,184,196,151,580,468,278,319.5
ENSDARG00000003257,23,73,52,19,14,95,51,51.5,96,92,22,31
ENSDARG00000003259,0,5,28,29.5,164,95.5,60,19.5,70,63,46,41.5
ENSDARG00000003269,561,1006.5,896,1821,518,2492.5,622,1184.5,2111,2887.5,603,2316.5
ENSDARG00000003270,189,544,114,207.5,84,301,49,234,307,320.5,90,320
ENSDARG00000003281,74,185,154,209,74,565.5,317,522,649,820,338,382.5
ENSDARG00000003287,198,461,167,210,140,237,118,103.5,243,298,148,384.5
ENSDARG00000003290,53,13,382,84.5,136,100,90,57.5,953,124,243,51
ENSDARG00000003293,481,432.5,1375,624,1110,2146,1940,533.5,3684,770.5,2056,659.5
ENSDARG00000003303,0,0.5,6,0,9,0,28,0,35,21,20,0
ENSDARG00000003307,287,541.5,321,582.5,159,655.5,179,170,797,664.5,382,505
ENSDARG00000003308,450,726,518,942,445,1122,431,650.5,1119,1177,453,1375.5
ENSDARG00000003311,163,578.5,735,699.5,296,1441,791,562.5,1860,1032,965,789.5
ENSDARG00000003313,0,0,35,4,27,64,27,116.5,28,23,9,29.5
ENSDARG00000003320,169,512,288,634.5,171,813.5,120,383,826,748.5,245,790
ENSDARG00000003326,0,0,0,0,3,0,0,0,50,0,9,0.5
ENSDARG00000003328,262,699.5,250,362.5,178,573.5,147,167,493,583,235,510.5
ENSDARG00000003344,0,12.5,26,0,5,0,23,0,4,4,0,6
ENSDARG00000003373,144,441,133,585.5,125,492.5,72,330,213,400.5,77,516
ENSDARG00000003375,71,140,91,184,156,183.5,21,154,108,345.5,54,477
ENSDARG00000003380,4,46,104,100.5,35,95,14,42.5,232,173.5,43,114
ENSDARG00000003381,25,3,21,30.5,25,141.5,23,36,36,18,13,21.5
ENSDARG00000003382,261,587,319,364.5,170,812,232,276.5,637,801,371,549
ENSDARG00000003383,21,90,173,283.5,107,451.5,143,266,399,279,75,229.5
ENSDARG00000003395,38,0,55,35.5,36,0,31,11.5,14,10.5,10,15
ENSDARG00000003398,530,646,565,452,386,931.5,286,361.5,758,617.5,214,664.5
ENSDARG00000003399,116,29.5,11,34,9,0,0,32.5,21,0,17,22.5
ENSDARG00000003403,91,131.5,706,566,191,686.5,623,448.5,3365,919,1471,771
ENSDARG00000003411,68,10.5,133,21,83,251,70,31.5,123,71.5,76,18.5
ENSDARG00000003414,0,0,0,0,5,0,19,0,0,0,0,0
ENSDARG00000003420,20,0,28,12,22,0,48,1.5,283,13.5,115,17.5
ENSDARG00000003421,135,286.5,230,556.5,414,1209.5,322,308.5,995,808,501,803
ENSDARG00000003429,723,1349,1387,1577.5,853,2657.5,610,735.5,1851,1368,880,1618
ENSDARG00000003444,70,185,125,133.5,32,195,45,176.5,169,241,82,149.5
ENSDARG00000003446,303,312,203,415.5,159,865,104,256.5,490,767,126,832.5
ENSDARG00000003449,87,818,207,527.5,159,782.5,193,386,722,843,253,985
ENSDARG00000003462,1340,17947,826,1029.5,194,911,209,524,463,1029,270,927.5
ENSDARG00000003469,382,0,1480,481,401,607,881,323.5,1582,173,711,309.5
ENSDARG00000003475,12,9.5,6,8.5,4,0,0,0,26,0,11,15.5
ENSDARG00000003486,1281,2572.5,1604,2118.5,940,3101,879,1287,3240,2797.5,1168,2637
ENSDARG00000003487,824,2151,558,482.5,355,714.5,386,249,1153,713,388,713.5
ENSDARG00000003495,395,321,1102,794.5,491,851.5,749,570,4101,918.5,1141,1319
ENSDARG00000003512,247,1468,563,1762.5,295,1814,329,517,1690,1403,456,1283
ENSDARG00000003517,18,61,144,434,39,222,47,197,232,364.5,132,422
ENSDARG00000003519,155,320,82,135,102,294,124,188,120,330,47,355
ENSDARG00000003520,26,61,55,107,61,593.5,144,80.5,194,151,61,236.5
ENSDARG00000003523,0,0,0,0,0,0,0,0,0,9,0,19.5
ENSDARG00000003526,833,1361.5,512,1305.5,582,2268,355,784,1075,1647,500,1749
ENSDARG00000003527,229,564.5,200,356,212,670.5,136,229,308,445,141,771.5
ENSDARG00000003531,621,831.5,781,1212,559,1578.5,324,688.5,1161,1099.5,686,1196
ENSDARG00000003533,0,0,3,0,44,252.5,151,53,87,27.5,45,17.5
ENSDARG00000003544,155,171.5,333,160,145,447.5,230,190.5,956,335,296,261.5
ENSDARG00000003553,0,0,0,0,0,0,0,3,2,20.5,0,0.5
ENSDARG00000003564,117,213,39,204,101,77.5,76,100,160,403,91,302.5
ENSDARG00000003570,1147,3740.5,4233,3736.5,4278,12009,2390,2656,8486,11667,3320,6875
ENSDARG00000003573,45,169.5,96,406.5,91,400,38,203,301,355,76,453.5
ENSDARG00000003576,7,39,38,215,41,293.5,14,84,169,385.5,137,301
ENSDARG00000003584,76,156.5,81,346.5,77,481,162,351.5,119,533,43,487
ENSDARG00000003592,105,231,114,190,61,234.5,112,69.5,131,162.5,116,293
ENSDARG00000003599,16858,37061.5,11306,29728.5,9435,56926,9942,26228,21356,42107,15669,48053.5
ENSDARG00000003607,944,1269,899,1157.5,222,1696.5,404,568,1021,1249.5,552,1133.5
ENSDARG00000003615,4,48,1,14.5,2,114.5,1,21,19,18.5,4,17.5
ENSDARG00000003616,319,773.5,497,563,384,991,385,313.5,930,744.5,274,615
ENSDARG00000003631,305,540,586,537.5,565,926,606,486,1559,934,795,1108
ENSDARG00000003632,0,0,0,18.5,0,0,0,0,8,9.5,0,43.5
ENSDARG00000003635,22,82.5,54,33,32,190,102,61,60,273.5,47,117.5
ENSDARG00000003641,407,779.5,424,1202.5,334,1238,373,342.5,1211,1413,415,1338.5
ENSDARG00000003642,90,229,19,326,65,791,66,182,313,547.5,159,387
ENSDARG00000003655,58,86,506,487,82,493,454,232.5,1914,363,754,390
ENSDARG00000003675,59,342.5,3,585.5,48,637,14,209,139,618,47,540.5
ENSDARG00000003680,404,1307,1991,1558,642,1131.5,1369,376,4825,544,1009,492
ENSDARG00000003681,1763,6690,1495,2830,1007,5991,1022,1819.5,3115,4779,1740,4314.5
ENSDARG00000003684,93,599,30,1460,43,849.5,23,39,202,401,75,1195.5
ENSDARG00000003693,361,1525,274,383.5,141,941.5,163,353.5,701,715,265,879
ENSDARG00000003695,737,983,1330,5199.5,937,6979.5,1070,4049,3582,7059,1637,6860.5
ENSDARG00000003697,14,3.5,8,0,5,0,0,47,12,22.5,0,69.5
ENSDARG00000003699,331,1014.5,332,1939.5,281,1474.5,250,808.5,842,2037,348,2496
ENSDARG00000003701,6,248,24,2.5,0,60,0,0,23,0,0,0.5
ENSDARG00000003705,287,656,659,2121,319,2153,564,891.5,2597,2291,775,2206
ENSDARG00000003706,38,1936.5,19,4237,53,3360.5,12,603,38,711.5,45,5384.5
ENSDARG00000003732,140,147.5,12,3011.5,0,1182,42,1033.5,20,1891,15,1745
ENSDARG00000003749,321,345.5,565,456.5,234,1001,236,154,908,351.5,467,385
ENSDARG00000003750,605,1001.5,162,21928,163,12535,112,10090.5,227,16311,57,16479.5
ENSDARG00000003751,400,888.5,366,463,172,398.5,309,236,631,469,187,579
ENSDARG00000003754,202,1474,281,226.5,276,286.5,281,192,755,370.5,189,181
ENSDARG00000003757,91,154.5,70,216,139,667.5,94,289.5,139,435.5,27,518
ENSDARG00000003769,86,212.5,167,116.5,73,249.5,110,81,217,118.5,69,82.5
ENSDARG00000003776,204,1416.5,425,611,309,873,434,333,1106,837.5,371,974.5
ENSDARG00000003779,1042,127.5,1497,548,318,1372.5,455,232,3552,591,1166,236.5
ENSDARG00000003789,783,419,1038,689.5,426,1323,517,427,2499,1436,702,890
ENSDARG00000003795,2124,2692,2002,4079.5,1644,7655,1091,3073,4225,7155,2327,7376.5
ENSDARG00000003797,2,20,12,22,4,37,16,14.5,14,39,14,24.5
ENSDARG00000003803,11,0,142,44.5,91,97,85,30.5,329,56.5,123,17.5
ENSDARG00000003808,110,164.5,213,6132,694,17727.5,437,6691.5,461,11946.5,182,11911.5
ENSDARG00000003811,842,1517,877,933,886,1341,1276,609.5,2018,1590,973,2012.5
ENSDARG00000003818,256,1415.5,498,895.5,390,1280,311,274.5,873,937,379,1054.5
ENSDARG00000003820,27,80.5,553,1108.5,518,1547.5,665,532.5,2079,1840,1148,2650
ENSDARG00000003822,39,149,66,159,28,324.5,55,106.5,100,147.5,24,72
ENSDARG00000003827,82,380.5,78,110.5,89,377.5,70,49.5,211,126,136,272.5
ENSDARG00000003829,421,536.5,438,720.5,372,1000.5,460,497.5,1168,1210,356,1206.5
ENSDARG00000003835,601,1592.5,719,8915,953,11387.5,1078,7394,2398,12205.5,1376,12185.5
ENSDARG00000003841,43,77.5,62,87,50,140,75,40.5,94,117.5,25,113
ENSDARG00000003845,170,792,411,489.5,174,737.5,94,286,877,720,262,638
ENSDARG00000003846,62,307.5,183,212,81,448,139,138,208,299.5,114,250
ENSDARG00000003854,283,1464,324,807.5,352,1106,263,360,530,863,364,1428
ENSDARG00000003860,912,1842.5,661,763.5,453,1854,291,558,988,1069,517,1336
ENSDARG00000003865,37,114.5,60,56.5,28,253.5,39,30.5,58,110.5,17,55.5
ENSDARG00000003866,1024,1718,1186,2345,763,4103,906,1398,2405,2560.5,706,2688
ENSDARG00000003867,13,0,47,64,29,74.5,114,13.5,113,45,123,83
ENSDARG00000003869,114,235,78,204,138,586,78,153.5,185,500,109,408.5
ENSDARG00000003872,220,319,374,267,283,661,353,87.5,1011,287.5,478,234.5
ENSDARG00000003877,55,130,477,290,162,368,204,260.5,1819,497,481,330
ENSDARG00000003899,32,80,51,113.5,29,133,49,63,68,142,51,95.5
ENSDARG00000003900,6,21.5,7,0,0,0,21,7,17,20,0,7
ENSDARG00000003902,0,0,30,201,37,1652,40,779,82,3258,66,5820.5
ENSDARG00000003903,0,0,0,0,3,0,2,0,4,0,0,8.5
ENSDARG00000003904,4,0,18,2,11,0,4,0,3,0,10,16.5
ENSDARG00000003909,0,0,0,0,0,0,12,0,0,7.5,0,4
ENSDARG00000003910,1303,1604.5,1526,1357,718,1927,773,778.5,3198,1846,1389,1804
ENSDARG00000003920,4052,9064.5,3227,3054,1751,8100.5,1216,2060,5383,4067.5,3078,5767
ENSDARG00000003925,0,0,5,0,0,0,0,6,12,0,0,0
ENSDARG00000003927,521,1383,411,588.5,346,948.5,290,463.5,1047,1272.5,245,1133.5
ENSDARG00000003931,80,489.5,138,6555,167,3420,115,2578.5,310,5322.5,188,6269
ENSDARG00000003934,19,64.5,34,52,22,169.5,70,18,35,57.5,39,84.5
ENSDARG00000003938,2186,6703.5,948,694,830,2972.5,339,846,1477,1184,818,1622
ENSDARG00000003940,509,758,490,469.5,290,1101.5,236,239.5,962,624,377,656
ENSDARG00000003941,171,380,131,146,204,439.5,44,109,192,237,160,455.5
ENSDARG00000003944,0,0,0,15.5,0,0,0,0,0,5.5,0,8
ENSDARG00000003952,2343,3310,2519,25614,1894,33720.5,1881,25351,5303,34756,3097,46804.5
ENSDARG00000003961,20,203,61,298,76,392.5,82,241.5,143,257,65,414.5
ENSDARG00000003963,366,656.5,792,385.5,478,985.5,268,382.5,1620,683,804,425.5
ENSDARG00000003965,41,624,20,154.5,25,101.5,37,23.5,26,5.5,9,53
ENSDARG00000003968,0,0,0,0,0,0,0,6,9,0,1,0
ENSDARG00000003970,12,14.5,0,11,0,129.5,12,0,11,0,0,16
ENSDARG00000003971,50,664.5,200,319,100,146.5,184,38.5,452,68.5,232,110.5
ENSDARG00000003973,24,174.5,45,258,50,378.5,59,109.5,285,385,78,357.5
ENSDARG00000003974,210,569.5,434,620.5,304,786,292,377,821,803.5,311,571
ENSDARG00000003977,5,21,0,23,7,0,29,10.5,21,51,3,16.5
ENSDARG00000003984,517,1148.5,451,716,264,1068,151,345.5,733,1001,333,843
ENSDARG00000003989,8,24.5,131,45,85,196.5,87,44,850,161.5,277,541.5
ENSDARG00000003991,0,0,0,10.5,2,97.5,0,0,17,8.5,0,51.5
ENSDARG00000003994,0,0,64,6.5,1,24.5,60,9.5,464,25,150,12
ENSDARG00000003998,9,3.5,56,5.5,3,106,0,8.5,424,80,132,44.5
ENSDARG00000004015,0,14.5,7,13,0,0,35,10,69,0,57,6
ENSDARG00000004017,74,204.5,155,275,76,390,59,257.5,234,484,59,728.5
ENSDARG00000004018,62,141.5,46,218.5,59,241.5,34,66.5,146,473,111,394
ENSDARG00000004023,166,56,710,330,456,471,563,261.5,1793,336,437,194.5
ENSDARG00000004034,167,717,374,307,298,970.5,358,661.5,891,1269.5,416,2324.5
ENSDARG00000004037,129,156.5,191,293,73,454,120,58,298,411.5,176,263
ENSDARG00000004046,258,452,245,228,143,561,180,298,450,335.5,294,377.5
ENSDARG00000004049,289,389,650,411,188,360.5,162,102.5,1113,577,263,215.5
ENSDARG00000004051,0,673.5,9,0,9,32.5,0,12.5,31,64.5,11,11.5
ENSDARG00000004055,241,878.5,412,587,257,606,428,457.5,1343,1321.5,404,1393
ENSDARG00000004059,11,23.5,21,170.5,18,267,17,65.5,68,311,11,212.5
ENSDARG00000004060,255,272,171,2152.5,260,6120,194,2273.5,1185,8875,444,3595
ENSDARG00000004074,537,233.5,2089,742,521,1075.5,1113,335.5,3374,721,728,689
ENSDARG00000004078,262,519.5,648,409,229,526,359,284,1134,1029.5,296,602
ENSDARG00000004082,16,0,0,12.5,0,0,0,12,38,0,0,42
ENSDARG00000004094,726,2454.5,1295,941.5,434,1508.5,992,988.5,3503,1142,1424,1371
ENSDARG00000004105,428,4537.5,286,379,81,1024.5,379,145,300,561.5,144,434
ENSDARG00000004111,28,177,2,14.5,12,62.5,44,15,60,20.5,0,45
ENSDARG00000004114,200,368.5,142,66.5,71,201.5,37,82,242,235.5,107,222
ENSDARG00000004115,75,114.5,85,392.5,97,297.5,206,351,400,644.5,202,276.5
ENSDARG00000004130,15,76,29,55,20,94.5,35,19,117,7,0,70
ENSDARG00000004131,410,1036.5,247,111.5,159,416,184,81,283,318.5,168,231.5
ENSDARG00000004132,843,1881,1929,2228.5,812,1747.5,589,848,3430,2514,1187,2837.5
ENSDARG00000004141,34,61,27,35.5,63,112.5,31,34,60,123.5,43,50
ENSDARG00000004150,1,0,99,34.5,28,22,68,8,323,19,209,18.5
ENSDARG00000004151,136,534.5,116,262.5,86,157,103,137,246,325.5,143,296
ENSDARG00000004154,100,94.5,26,137,20,284,12,50,120,164.5,17,168.5
ENSDARG00000004158,28,3,158,65.5,46,0,109,13.5,579,76.5,215,40
ENSDARG00000004160,226,475.5,207,366,147,784.5,139,279,364,409.5,246,427.5
ENSDARG00000004161,446,997,649,1157,260,2522,401,631.5,1659,1843.5,690,1976
ENSDARG00000004167,43,40.5,72,263.5,32,219,33,109,72,240.5,39,162
ENSDARG00000004169,1148,634,838,648.5,1262,2668,909,582.5,1212,622,551,705.5
ENSDARG00000004171,53,285,132,448,117,768.5,85,339,247,690.5,38,480.5
ENSDARG00000004173,1372,2913.5,1858,3154.5,1447,3099,1421,1832.5,3715,3732.5,1849,3667
ENSDARG00000004174,4940,7025,4809,4250,2751,5545.5,2719,2509.5,9344,6311,3639,6569.5
ENSDARG00000004176,102,172,111,48.5,47,227,86,28.5,163,40.5,26,65.5
ENSDARG00000004177,25,35,30,658,162,820.5,130,1198.5,426,1287.5,454,1250.5
ENSDARG00000004184,794,945.5,907,1920.5,726,2208,422,826,2344,2497.5,822,2205
ENSDARG00000004187,3,0,44,23,5,99,37,14,621,49.5,262,54
ENSDARG00000004189,681,989,533,566,433,1075.5,437,415,1164,846.5,403,1008.5
ENSDARG00000004196,333,287,272,400,540,493,306,243,716,663,309,560
ENSDARG00000004199,4,0,6,0,0,0,0,0,19,7.5,0,3.5
ENSDARG00000004204,9,4,49,2,0,0,4,3.5,21,12,25,15.5
ENSDARG00000004211,252,208,345,387.5,208,811.5,375,243.5,906,499,301,541.5
ENSDARG00000004218,214,84,201,234.5,45,196.5,79,90,546,296.5,118,172.5
ENSDARG00000004219,5,0,2,0,5,8,18,31.5,93,9,70,13
ENSDARG00000004227,288,251,438,786.5,469,1065,691,227.5,1461,645,803,1067.5
ENSDARG00000004232,955,19.5,908,376.5,277,406.5,275,85,919,136.5,183,114
ENSDARG00000004243,22,0,16,0,0,0,0,6.5,124,0,28,3
ENSDARG00000004246,592,263.5,984,737.5,1068,1126.5,755,284.5,2510,545.5,573,755
ENSDARG00000004251,177,317.5,64,104,65,106.5,33,116,82,182.5,45,109
ENSDARG00000004256,19,45,37,33.5,7,0,21,12,10,25.5,17,20.5
ENSDARG00000004260,8,0,104,6,28,0,18,15.5,167,1,44,13.5
ENSDARG00000004261,619,1155.5,751,1974,485,3538,416,916.5,1221,2049,454,2109.5
ENSDARG00000004262,5,201,28,66,28,113.5,49,93,56,187,33,213.5
ENSDARG00000004270,94,278.5,154,3552.5,303,4447.5,226,2469,554,4449.5,202,4157
ENSDARG00000004274,37,110,32,71.5,51,134,48,54.5,36,62,4,132.5
ENSDARG00000004280,433,888,477,574,251,1129.5,253,480.5,618,706,231,768
ENSDARG00000004282,53,223.5,238,506.5,97,890.5,87,325.5,517,1124.5,531,1740
ENSDARG00000004291,56,7.5,771,159,181,256,493,212,1899,206.5,771,134
ENSDARG00000004296,2,0,0,7.5,48,600.5,0,58.5,15,936,43,295.5
ENSDARG00000004297,737,772.5,1769,1396.5,848,3331,1420,725,7500,2233.5,2850,2386.5
ENSDARG00000004301,61,588,41,1136,135,1257.5,49,821,155,1438.5,76,1760
ENSDARG00000004302,43,0,243,87,33,52,65,10.5,603,1,220,23
ENSDARG00000004305,18,149,193,54,40,257.5,148,26,582,38,138,69
ENSDARG00000004306,61,92,95,268.5,35,143.5,120,175,204,225,125,389.5
ENSDARG00000004307,37,168.5,127,280,66,167,80,157,346,329.5,51,278.5
ENSDARG00000004308,132,337.5,86,119.5,59,592,121,171.5,322,187.5,197,318
ENSDARG00000004311,27,132,75,509,53,354.5,80,267.5,130,264.5,30,293
ENSDARG00000004318,10,34,28,164.5,46,102.5,29,65,85,124,41,145
ENSDARG00000004322,0,0,21,25.5,16,13,5,0,49,23,25,22.5
ENSDARG00000004325,35,61.5,31,103.5,12,24.5,124,148.5,188,203.5,37,269
ENSDARG00000004328,94,126,31,13,9,0,0,0,21,0,38,1
ENSDARG00000004336,392,1617.5,613,874.5,410,1621,484,467,1345,1378,372,1356
ENSDARG00000004343,114,338,191,310,127,838,93,160,357,382.5,275,441
ENSDARG00000004358,7,0,1146,332,342,1930.5,603,416,2154,440,490,317.5
ENSDARG00000004363,98,181,133,177.5,175,265,87,38.5,417,105.5,395,256
ENSDARG00000004372,600,2958,556,415.5,735,852.5,674,176.5,1186,381.5,565,524.5
ENSDARG00000004377,292,1636.5,107,846,133,1112.5,71,206.5,405,573.5,210,704
ENSDARG00000004378,218,2181.5,79,70,27,530,94,192,155,577,110,544.5
ENSDARG00000004386,172,37,685,141,211,361,388,134,1873,167.5,883,101
ENSDARG00000004392,354,5398.5,330,70.5,45,0,99,51.5,102,54.5,51,37
ENSDARG00000004396,5,133.5,9,7,20,73.5,4,8.5,24,32.5,12,34
ENSDARG00000004402,57,67.5,345,142.5,95,257.5,261,97.5,933,335,173,214.5
ENSDARG00000004405,0,3,0,10,0,30.5,0,0,13,32,4,1
ENSDARG00000004406,79,105,77,143,87,114.5,16,39.5,214,177.5,102,294.5
ENSDARG00000004415,499,201,2083,797,790,747,1128,305.5,4267,875,1302,651.5
ENSDARG00000004427,87,124.5,96,165,37,186,26,165,123,163,134,236
ENSDARG00000004433,83,1230,20,52.5,5,380,16,172.5,96,403,53,517
ENSDARG00000004436,129,107.5,134,318,49,277.5,79,84.5,264,389,162,189
ENSDARG00000004445,0,0,24,0,6,7,10,15,186,27.5,52,18
ENSDARG00000004447,40,115.5,129,76,20,193.5,66,17.5,216,103.5,61,101
ENSDARG00000004451,164,572,188,1469.5,209,2437,246,924.5,569,2253.5,345,1792
ENSDARG00000004452,1350,2233,1995,1975.5,822,2322.5,749,828.5,2904,2082,1238,1934
ENSDARG00000004455,9,1.5,19,20,11,26.5,0,0,32,86,14,60
ENSDARG00000004459,13,11,0,0,12,0,0,0,1,0,0,6
ENSDARG00000004460,162,144.5,205,169,58,259.5,45,86,442,174.5,145,243.5
ENSDARG00000004470,376,799.5,698,1076,416,2291.5,256,560,1021,1227,565,1485.5
ENSDARG00000004472,78,68,201,39,49,228.5,83,12.5,373,115.5,120,64
ENSDARG00000004473,15,0,35,26,12,112.5,10,8.5,84,23.5,12,10
